ав |      2 | 0.00030
аг |      1 | 0.00015
ае |      2 | 0.00030
аж |     61 | 0.00924
аз |      3 | 0.00045
аи |     19 | 0.00288
ай |      1 | 0.00015
ак |      2 | 0.00030
ал |      4 | 0.00061
ан |      2 | 0.00030
ар |      3 | 0.00045
ат |     10 | 0.00151
ау |      5 | 0.00076
ах |     16 | 0.00242
ац |      2 | 0.00030
ач |      7 | 0.00106
аш |      2 | 0.00030
ащ |      8 | 0.00121
аь |     14 | 0.00212
аы |     10 | 0.00151
аэ |      5 | 0.00076
аю |      6 | 0.00091
ая |      6 | 0.00091
ба |      2 | 0.00030
бб |     11 | 0.00167
бг |      1 | 0.00015
бд |      1 | 0.00015
бе |      1 | 0.00015
бж |     44 | 0.00667
бз |      1 | 0.00015
би |      2 | 0.00030
бй |      7 | 0.00106
бм |      1 | 0.00015
бн |      1 | 0.00015
бо |      1 | 0.00015
бп |      1 | 0.00015
бр |      1 | 0.00015
бф |      1 | 0.00015
бш |      1 | 0.00015
бщ |      2 | 0.00030
бь |     40 | 0.00606
бы |      2 | 0.00030
бэ |      4 | 0.00061
бя |      3 | 0.00045
ва |     13 | 0.00197
вг |      1 | 0.00015
вж |     15 | 0.00227
вз |      2 | 0.00030
ви |      8 | 0.00121
вй |      3 | 0.00045
вк |     37 | 0.00561
вм |      2 | 0.00030
вн |      5 | 0.00076
вп |      2 | 0.00030
вр |      5 | 0.00076
вс |      2 | 0.00030
вф |     11 | 0.00167
вх |      3 | 0.00045
вц |      1 | 0.00015
вч |      2 | 0.00030
вш |      1 | 0.00015
вщ |     17 | 0.00258
вь |     15 | 0.00227
вы |      3 | 0.00045
вэ |      2 | 0.00030
вю |      2 | 0.00030
вя |      8 | 0.00121
га |     18 | 0.00273
гб |      2 | 0.00030
гд |      1 | 0.00015
ге |      3 | 0.00045
гж |      5 | 0.00076
ги |      5 | 0.00076
гй |      2 | 0.00030
гп |      1 | 0.00015
гр |      2 | 0.00030
гу |      4 | 0.00061
гх |      1 | 0.00015
гч |      5 | 0.00076
гш |      4 | 0.00061
гщ |     13 | 0.00197
гь |      4 | 0.00061
гы |      9 | 0.00136
гю |     14 | 0.00212
дв |     28 | 0.00424
дд |      1 | 0.00015
де |      5 | 0.00076
дж |      2 | 0.00030
дз |      5 | 0.00076
ди |      4 | 0.00061
дй |      1 | 0.00015
дм |     12 | 0.00182
дп |      1 | 0.00015
дт |      1 | 0.00015
дх |      1 | 0.00015
дч |      2 | 0.00030
дщ |      1 | 0.00015
ды |      2 | 0.00030
дэ |     17 | 0.00258
еа |     17 | 0.00258
еб |      6 | 0.00091
ев |     15 | 0.00227
ег |      6 | 0.00091
ед |      9 | 0.00136
ее |      6 | 0.00091
еж |     36 | 0.00545
ез |     25 | 0.00379
еи |      2 | 0.00030
ей |      4 | 0.00061
ек |      1 | 0.00015
ел |      1 | 0.00015
ем |      5 | 0.00076
ен |     11 | 0.00167
ео |      1 | 0.00015
ер |      3 | 0.00045
ес |     14 | 0.00212
ет |      6 | 0.00091
еу |      2 | 0.00030
еф |      3 | 0.00045
ех |     12 | 0.00182
ец |      1 | 0.00015
еч |      9 | 0.00136
еш |      5 | 0.00076
ещ |      1 | 0.00015
еь |     26 | 0.00394
еы |     43 | 0.00651
еэ |      6 | 0.00091
ею |      8 | 0.00121
ея |      6 | 0.00091
жа |     29 | 0.00439
жб |     11 | 0.00167
жв |      9 | 0.00136
жг |      8 | 0.00121
жд |      5 | 0.00076
же |     18 | 0.00273
жж |     11 | 0.00167
жз |      1 | 0.00015
жи |     21 | 0.00318
жй |     14 | 0.00212
жк |     21 | 0.00318
жл |     12 | 0.00182
жм |     16 | 0.00242
жн |     23 | 0.00348
жо |      5 | 0.00076
жп |     14 | 0.00212
жр |     20 | 0.00303
жс |      9 | 0.00136
жт |      6 | 0.00091
жу |      9 | 0.00136
жф |     23 | 0.00348
жх |     58 | 0.00879
жц |     25 | 0.00379
жч |     18 | 0.00273
жш |      7 | 0.00106
жщ |     10 | 0.00151
жь |     24 | 0.00364
жы |     19 | 0.00288
жэ |      4 | 0.00061
жю |     12 | 0.00182
жя |     13 | 0.00197
за |      5 | 0.00076
зб |     10 | 0.00151
зв |      8 | 0.00121
зг |      6 | 0.00091
зе |     16 | 0.00242
зж |      2 | 0.00030
зз |      6 | 0.00091
зи |      4 | 0.00061
зй |      6 | 0.00091
зк |      6 | 0.00091
зл |      1 | 0.00015
зм |      1 | 0.00015
зн |      4 | 0.00061
зп |     19 | 0.00288
зр |      6 | 0.00091
зс |      6 | 0.00091
зт |      6 | 0.00091
зу |     11 | 0.00167
зф |     16 | 0.00242
зх |     44 | 0.00667
зц |      5 | 0.00076
зч |     11 | 0.00167
зш |     11 | 0.00167
зщ |      5 | 0.00076
зь |     16 | 0.00242
зы |      4 | 0.00061
зэ |      7 | 0.00106
зю |      1 | 0.00015
зя |      2 | 0.00030
иа |      9 | 0.00136
иб |     17 | 0.00258
ив |      6 | 0.00091
иг |      6 | 0.00091
ид |     18 | 0.00273
ие |      5 | 0.00076
иж |      4 | 0.00061
из |      7 | 0.00106
ии |      2 | 0.00030
ий |     34 | 0.00515
ик |      1 | 0.00015
ил |      4 | 0.00061
им |      5 | 0.00076
ин |     16 | 0.00242
ио |     10 | 0.00151
ип |      9 | 0.00136
ир |      6 | 0.00091
ис |      1 | 0.00015
ит |      7 | 0.00106
иу |      4 | 0.00061
иф |      9 | 0.00136
их |     35 | 0.00530
иц |      6 | 0.00091
ич |      8 | 0.00121
иш |     10 | 0.00151
ищ |     16 | 0.00242
иь |      9 | 0.00136
иы |     10 | 0.00151
иэ |      9 | 0.00136
ию |      5 | 0.00076
ия |     19 | 0.00288
йа |      8 | 0.00121
йб |     10 | 0.00151
йв |      3 | 0.00045
йг |     14 | 0.00212
йд |      4 | 0.00061
йе |     19 | 0.00288
йж |      8 | 0.00121
йз |     12 | 0.00182
йи |     19 | 0.00288
йй |     30 | 0.00454
йк |     31 | 0.00470
йл |     13 | 0.00197
йм |      8 | 0.00121
йн |     11 | 0.00167
йо |      4 | 0.00061
йп |      7 | 0.00106
йр |     14 | 0.00212
йс |     11 | 0.00167
йт |     15 | 0.00227
йу |      5 | 0.00076
йф |      9 | 0.00136
йх |     26 | 0.00394
йц |     10 | 0.00151
йч |      6 | 0.00091
йш |      4 | 0.00061
йщ |      7 | 0.00106
йь |     10 | 0.00151
йы |     12 | 0.00182
йэ |      8 | 0.00121
йю |      3 | 0.00045
йя |      9 | 0.00136
ка |      5 | 0.00076
кб |      2 | 0.00030
кв |      1 | 0.00015
кг |      1 | 0.00015
кд |      1 | 0.00015
ке |      8 | 0.00121
кж |      2 | 0.00030
кз |      1 | 0.00015
ки |     47 | 0.00712
кй |      1 | 0.00015
кк |      3 | 0.00045
кл |      4 | 0.00061
км |      5 | 0.00076
кн |      1 | 0.00015
кп |      1 | 0.00015
кр |     19 | 0.00288
кс |      3 | 0.00045
кт |     21 | 0.00318
ку |     11 | 0.00167
кф |     18 | 0.00273
кх |     15 | 0.00227
кц |     12 | 0.00182
кч |      4 | 0.00061
кш |      8 | 0.00121
кщ |     10 | 0.00151
кь |      7 | 0.00106
кы |      7 | 0.00106
кэ |     11 | 0.00167
кю |      3 | 0.00045
кя |     13 | 0.00197
лб |      6 | 0.00091
лв |      1 | 0.00015
лд |      4 | 0.00061
ле |      4 | 0.00061
лж |     23 | 0.00348
ли |      8 | 0.00121
лй |      4 | 0.00061
лк |      9 | 0.00136
лл |      5 | 0.00076
лм |      2 | 0.00030
лн |      2 | 0.00030
ло |      2 | 0.00030
лп |     11 | 0.00167
лр |      2 | 0.00030
лс |      3 | 0.00045
лт |      2 | 0.00030
лу |      2 | 0.00030
лф |     10 | 0.00151
лх |      5 | 0.00076
лч |      5 | 0.00076
лш |      5 | 0.00076
лщ |      1 | 0.00015
ль |      2 | 0.00030
лы |     20 | 0.00303
лэ |      2 | 0.00030
лю |      4 | 0.00061
ля |      3 | 0.00045
ма |      1 | 0.00015
мб |      1 | 0.00015
мв |      2 | 0.00030
мд |      6 | 0.00091
ме |      3 | 0.00045
мж |     39 | 0.00591
мз |      3 | 0.00045
ми |      1 | 0.00015
мй |     30 | 0.00454
мк |      3 | 0.00045
мн |      1 | 0.00015
мо |      4 | 0.00061
мп |      2 | 0.00030
мр |      1 | 0.00015
мс |      4 | 0.00061
мт |      2 | 0.00030
му |      2 | 0.00030
мф |      5 | 0.00076
мх |     15 | 0.00227
мц |      2 | 0.00030
мч |      8 | 0.00121
мш |      2 | 0.00030
мщ |      9 | 0.00136
мь |      9 | 0.00136
мы |      5 | 0.00076
мэ |      3 | 0.00045
мю |      1 | 0.00015
мя |      6 | 0.00091
на |      1 | 0.00015
нг |      2 | 0.00030
не |     10 | 0.00151
нж |     33 | 0.00500
нз |      1 | 0.00015
ни |      5 | 0.00076
нй |      4 | 0.00061
нл |      1 | 0.00015
нм |      5 | 0.00076
нн |      7 | 0.00106
нп |      1 | 0.00015
нр |      1 | 0.00015
нс |      2 | 0.00030
ну |      1 | 0.00015
нф |      1 | 0.00015
нх |      4 | 0.00061
нц |      1 | 0.00015
нч |      2 | 0.00030
нш |      3 | 0.00045
нщ |      7 | 0.00106
нь |     12 | 0.00182
ны |     12 | 0.00182
нэ |      1 | 0.00015
ня |      1 | 0.00015
оа |      4 | 0.00061
об |      3 | 0.00045
ов |      1 | 0.00015
ог |      2 | 0.00030
ое |      4 | 0.00061
ож |      4 | 0.00061
оз |      8 | 0.00121
ои |      2 | 0.00030
ок |      3 | 0.00045
он |      1 | 0.00015
оп |      2 | 0.00030
ор |      2 | 0.00030
от |      9 | 0.00136
оу |      1 | 0.00015
оф |      3 | 0.00045
ох |     12 | 0.00182
оц |      1 | 0.00015
оч |      5 | 0.00076
ош |      1 | 0.00015
ощ |      3 | 0.00045
оы |      6 | 0.00091
оя |      2 | 0.00030
па |      1 | 0.00015
пб |      5 | 0.00076
пв |      3 | 0.00045
пг |      2 | 0.00030
пд |      7 | 0.00106
пе |      5 | 0.00076
пж |     21 | 0.00318
пз |      7 | 0.00106
пи |     11 | 0.00167
пй |     17 | 0.00258
пк |      6 | 0.00091
пл |      9 | 0.00136
пм |     14 | 0.00212
по |      7 | 0.00106
пп |      4 | 0.00061
пр |      4 | 0.00061
пс |      7 | 0.00106
пт |     13 | 0.00197
пу |     11 | 0.00167
пф |      9 | 0.00136
пх |     20 | 0.00303
пц |     21 | 0.00318
пч |     12 | 0.00182
пш |     11 | 0.00167
пщ |      8 | 0.00121
пь |     17 | 0.00258
пы |      5 | 0.00076
пэ |      2 | 0.00030
пю |      5 | 0.00076
пя |      1 | 0.00015
ра |      1 | 0.00015
рв |     11 | 0.00167
ре |      3 | 0.00045
рж |     24 | 0.00364
ри |      8 | 0.00121
рй |     15 | 0.00227
рл |      8 | 0.00121
рм |     20 | 0.00303
рп |     12 | 0.00182
рт |      9 | 0.00136
ру |      4 | 0.00061
рф |      4 | 0.00061
рх |     10 | 0.00151
рц |      3 | 0.00045
рч |     10 | 0.00151
рш |      2 | 0.00030
рщ |      9 | 0.00136
рь |     15 | 0.00227
ры |      1 | 0.00015
рэ |      6 | 0.00091
са |      1 | 0.00015
сб |      2 | 0.00030
св |      2 | 0.00030
се |      8 | 0.00121
сж |      5 | 0.00076
сз |      8 | 0.00121
си |      7 | 0.00106
сй |      4 | 0.00061
ск |     18 | 0.00273
сл |     10 | 0.00151
см |      4 | 0.00061
сн |      1 | 0.00015
со |      2 | 0.00030
сп |      1 | 0.00015
ср |      3 | 0.00045
сс |      5 | 0.00076
ст |      1 | 0.00015
су |      3 | 0.00045
сф |     11 | 0.00167
сх |      9 | 0.00136
сц |      7 | 0.00106
сч |      9 | 0.00136
сш |     10 | 0.00151
сщ |     11 | 0.00167
сь |      4 | 0.00061
сы |      7 | 0.00106
сэ |      2 | 0.00030
ся |      6 | 0.00091
та |     15 | 0.00227
тб |      3 | 0.00045
тв |      2 | 0.00030
те |      2 | 0.00030
тж |      4 | 0.00061
ти |      2 | 0.00030
тй |      9 | 0.00136
тк |     31 | 0.00470
тм |      7 | 0.00106
тн |      1 | 0.00015
то |      3 | 0.00045
тп |      2 | 0.00030
тр |      2 | 0.00030
